394_NGR_c24630	activation	394_NGR_c18610	0.19200003
882_DVU1300	reaction	882_DVU1303	0.571
882_DVU1300	reaction	882_DVU2925	0.595
882_DVU1300	reaction	882_DVU1322	0.582
882_DVU1300	reaction	882_DVU1327	0.595
882_DVU1300	reaction	882_DVU2518	0.5940001
882_DVU0881	reaction	882_DVU1304	0.589
882_DVU1876	reaction	882_DVU0812	0.14400005
882_DVU0881	reaction	882_DVU1299	0.589
882_DVU0881	reaction	882_DVU1303	0.571
882_DVU0881	reaction	882_DVU0874	0.584
882_DVU0881	reaction	882_DVU0504	0.16199994
882_DVU0881	reaction	882_DVU1298	0.59300005
882_DVU0881	reaction	882_DVU1308	0.59599996
882_DVU1876	reaction	882_DVU3027	0.055999994
882_DVU0881	reaction	882_DVU2924	0.59000003
882_DVU0881	reaction	882_DVU2925	0.595
882_DVU0881	reaction	882_DVU2519	0.41400003
882_DVU0881	reaction	882_DVU1327	0.595
882_DVU0881	reaction	882_DVU1320	0.59599996
882_DVU1876	reaction	882_DVU0973	0.148
882_DVU0881	reaction	882_DVU1310	0.597
882_DVU2125	reaction	882_DVU1329	0.11599994
882_DVU2125	reaction	882_DVU3242	0.12399995
882_DVU1583	reaction	882_DVU2928	0.11099994
883_DvMF_0876	reaction	883_DvMF_2058	0.09000003
882_DVU1583	reaction	882_DVU3242	0.12399995
882_DVU1583	reaction	882_DVU2929	0.11099994
882_DVU0812	reaction	882_DVU1876	0.14400005
882_DVU0812	reaction	882_DVU0973	0.15600002
882_DVU0827	reaction	882_DVU1876	0.055999994
882_DVU0917	reaction	882_DVU0777	0.911
882_DVU1300	reaction	882_DVU1308	0.59599996
394_NGR_c12020	reaction	394_NGR_c12120	0.796
394_NGR_c11960	reaction	394_NGR_c11160	0.055999994
394_NGR_c11780	reaction	394_NGR_c35720	0.69200003
394_NGR_c11780	reaction	394_NGR_c08870	0.69200003
394_NGR_c11790	reaction	394_NGR_c36260	0.796
394_NGR_c11790	reaction	394_NGR_c35720	0.69200003
394_NGR_c11780	reaction	394_NGR_c32230	0.69200003
394_NGR_c11790	reaction	394_NGR_c08860	0.69200003
394_NGR_c12020	reaction	394_NGR_c08860	0.69200003
394_NGR_c12020	reaction	394_NGR_c08870	0.69200003
394_NGR_c12020	reaction	394_NGR_c36260	0.796
394_NGR_c11930	reaction	394_NGR_c24030	0.074
394_NGR_c11930	reaction	394_NGR_c15310	0.074
394_NGR_c12020	reaction	394_NGR_c35720	0.69200003
394_NGR_c12080	reaction	394_NGR_c35680	0.17900002
394_NGR_c12020	reaction	394_NGR_c32230	0.69200003
394_NGR_c11810	reaction	394_NGR_c35720	0.796
394_NGR_c11780	reaction	394_NGR_c12120	0.796
394_NGR_c11780	reaction	394_NGR_c11950	0.796
394_NGR_c11790	reaction	394_NGR_c12120	0.796
394_NGR_c11790	reaction	394_NGR_c12050	0.796
394_NGR_c10230	reaction	394_NGR_c11900	0.796
394_NGR_c11930	reaction	394_NGR_c32700	0.074
883_DvMF_1127	reaction	883_DvMF_2459	0.561
394_NGR_c11810	reaction	394_NGR_c11900	0.796
394_NGR_c11930	reaction	394_NGR_c11950	0.796
394_NGR_c11930	reaction	394_NGR_c11970	0.796
394_NGR_c11960	reaction	394_NGR_c12050	0.796
394_NGR_c11930	reaction	394_NGR_c00660	0.074
394_NGR_c11960	reaction	394_NGR_c11950	0.796
394_NGR_c11960	reaction	394_NGR_c11970	0.796
883_DvMF_2460	reaction	883_DvMF_2459	0.561
883_DvMF_1127	reaction	883_DvMF_2358	0.194
883_DvMF_1127	reaction	883_DvMF_1710	0.194
394_NGR_c12090	reaction	394_NGR_c11160	0.57799995
882_DVU1850	reaction	882_DVU0479	0.15999997
882_DVU2774	reaction	882_DVU0479	0.15999997
394_NGR_c34160	reaction	394_NGR_c15310	0.075999975
394_NGR_c12130	reaction	394_NGR_c08870	0.77
394_NGR_c12130	reaction	394_NGR_c36260	0.69200003
394_NGR_c12130	reaction	394_NGR_c35720	0.796
394_NGR_c12080	reaction	394_NGR_c32230	0.796
394_NGR_c12090	reaction	394_NGR_c12120	0.796
394_NGR_c12090	reaction	394_NGR_c12050	0.796
394_NGR_c12130	reaction	394_NGR_c08860	0.796
394_NGR_c12090	reaction	394_NGR_c11950	0.796
394_NGR_c12090	reaction	394_NGR_c11970	0.796
394_NGR_c12130	reaction	394_NGR_c32230	0.796
394_NGR_c12080	reaction	394_NGR_c12120	0.796
394_NGR_c12090	reaction	394_NGR_c08860	0.69200003
394_NGR_c12090	reaction	394_NGR_c08870	0.69200003
394_NGR_c12090	reaction	394_NGR_c36260	0.796
394_NGR_c12090	reaction	394_NGR_c35720	0.69200003
394_NGR_c12080	reaction	394_NGR_c08870	0.796
394_NGR_c12080	reaction	394_NGR_c36260	0.69200003
394_NGR_c11990	reaction	394_NGR_c35720	0.796
394_NGR_c12060	reaction	394_NGR_c12120	0.796
394_NGR_c12060	reaction	394_NGR_c11970	0.796
394_NGR_c11980	reaction	394_NGR_c08860	0.69200003
394_NGR_c11980	reaction	394_NGR_c08870	0.69200003
394_NGR_c12030	reaction	394_NGR_c12120	0.796
394_NGR_c12030	reaction	394_NGR_c11950	0.796
394_NGR_c11780	reaction	394_NGR_c11900	0.796
394_NGR_c11980	reaction	394_NGR_c35720	0.69200003
394_NGR_c12080	reaction	394_NGR_c11970	0.796
394_NGR_c12060	reaction	394_NGR_c35720	0.69200003
394_NGR_c12030	reaction	394_NGR_c35720	0.69200003
394_NGR_c12130	reaction	394_NGR_c11950	0.796
394_NGR_c12130	reaction	394_NGR_c11970	0.796
394_NGR_c11980	reaction	394_NGR_c11970	0.796
394_NGR_c11980	reaction	394_NGR_c11950	0.796
394_NGR_c11960	reaction	394_NGR_c08870	0.69200003
394_NGR_c11960	reaction	394_NGR_c36260	0.796
394_NGR_c12010	reaction	394_NGR_c12120	0.796
394_NGR_c12010	reaction	394_NGR_c12050	0.796
394_NGR_c12010	reaction	394_NGR_c11970	0.796
394_NGR_c11960	reaction	394_NGR_c32230	0.69200003
394_NGR_c11980	reaction	394_NGR_c32230	0.69200003
394_NGR_c11990	reaction	394_NGR_c12120	0.796
394_NGR_c11990	reaction	394_NGR_c12050	0.796
882_DVU0478	reaction	882_DVU0479	0.33599997
394_NGR_c11790	reaction	394_NGR_c11900	0.796
394_NGR_c11990	reaction	394_NGR_c11950	0.796
394_NGR_c11930	reaction	394_NGR_c35720	0.796
394_NGR_c11980	reaction	394_NGR_c12120	0.796
394_NGR_c10230	reaction	394_NGR_c12610	0.296
394_NGR_c11920	reaction	394_NGR_c12610	0.296
394_NGR_c11910	reaction	394_NGR_c12610	0.296
394_NGR_c12080	reaction	394_NGR_c11900	0.796
394_NGR_c12130	reaction	394_NGR_c11900	0.796
394_NGR_c16360	reaction	394_NGR_c35720	0.796
394_NGR_c12090	reaction	394_NGR_c11900	0.796
394_NGR_c16360	reaction	394_NGR_c11950	0.796
394_NGR_c16360	reaction	394_NGR_c11970	0.796
394_NGR_c11990	reaction	394_NGR_c11900	0.796
394_NGR_c12060	reaction	394_NGR_c11900	0.796
394_NGR_c16360	reaction	394_NGR_c12050	0.796
394_NGR_c11930	reaction	394_NGR_c11900	0.796
394_NGR_c34160	reaction	394_NGR_c00660	0.075999975
394_NGR_c11960	reaction	394_NGR_c11900	0.796
394_NGR_c34160	reaction	394_NGR_c32700	0.075999975
394_NGR_c11780	reaction	394_NGR_c12610	0.07799995
394_NGR_c11980	reaction	394_NGR_c11900	0.796
394_NGR_c12020	reaction	394_NGR_c12610	0.296
394_NGR_c12010	reaction	394_NGR_c11900	0.796
394_NGR_c11910	reaction	394_NGR_c32170	0.7950001
394_NGR_c11910	reaction	394_NGR_c31670	0.7950001
394_NGR_c11910	reaction	394_NGR_c13370	0.69200003
394_NGR_c12020	reaction	394_NGR_c10220	0.706
394_NGR_c11910	reaction	394_NGR_c00840	0.758
394_NGR_c11780	reaction	394_NGR_c12150	0.796
394_NGR_c11780	reaction	394_NGR_c13340	0.796
394_NGR_c11780	reaction	394_NGR_c12040	0.69200003
394_NGR_c11780	reaction	394_NGR_c12000	0.796
394_NGR_c10230	reaction	394_NGR_c32170	0.796
394_NGR_c11780	reaction	394_NGR_c11860	0.796
394_NGR_c10230	reaction	394_NGR_c13370	0.69200003
394_NGR_c11780	reaction	394_NGR_c11870	0.796
394_NGR_c12020	reaction	394_NGR_c11860	0.796
394_NGR_c12020	reaction	394_NGR_c11870	0.796
394_NGR_c12020	reaction	394_NGR_c12150	0.796
394_NGR_c12020	reaction	394_NGR_c13340	0.796
394_NGR_c12020	reaction	394_NGR_c12040	0.796
394_NGR_c12020	reaction	394_NGR_c12000	0.796
394_NGR_c12020	reaction	394_NGR_c11880	0.526
394_NGR_c11780	reaction	394_NGR_c10220	0.796
394_NGR_c11920	reaction	394_NGR_c13370	0.69200003
394_NGR_c11790	reaction	394_NGR_c11870	0.796
394_NGR_c11920	reaction	394_NGR_c28320	0.786
394_NGR_c11920	reaction	394_NGR_c00840	0.78999996
394_NGR_c11790	reaction	394_NGR_c12040	0.69200003
394_NGR_c11790	reaction	394_NGR_c12000	0.796
394_NGR_c11920	reaction	394_NGR_c32170	0.796
394_NGR_c11920	reaction	394_NGR_c31670	0.796
394_NGR_c10230	reaction	394_NGR_c13340	0.796
394_NGR_c10230	reaction	394_NGR_c12040	0.69200003
394_NGR_c10230	reaction	394_NGR_c12000	0.796
394_NGR_c10230	reaction	394_NGR_c11880	0.768
394_NGR_c10230	reaction	394_NGR_c11860	0.796
394_NGR_c10230	reaction	394_NGR_c11870	0.796
394_NGR_c11920	reaction	394_NGR_c12150	0.796
394_NGR_c11920	reaction	394_NGR_c13340	0.796
394_NGR_c11920	reaction	394_NGR_c12000	0.796
394_NGR_c11920	reaction	394_NGR_c11880	0.69200003
394_NGR_c11920	reaction	394_NGR_c11870	0.796
394_NGR_c11810	reaction	394_NGR_c13340	0.796
394_NGR_c11810	reaction	394_NGR_c11870	0.796
394_NGR_c11910	reaction	394_NGR_c12000	0.796
394_NGR_c11910	reaction	394_NGR_c11880	0.7839999
394_NGR_c11910	reaction	394_NGR_c11860	0.69200003
394_NGR_c11910	reaction	394_NGR_c12150	0.7950001
394_NGR_c11910	reaction	394_NGR_c13340	0.796
394_NGR_c11920	reaction	394_NGR_c10220	0.796
394_NGR_c12020	reaction	394_NGR_c32170	0.796
394_NGR_c12020	reaction	394_NGR_c28320	0.791
394_NGR_c16470	reaction	394_NGR_c22710	0.63
883_DvMF_2460	reaction	883_DvMF_1710	0.194
394_NGR_c12090	reaction	394_NGR_c12610	0.296
394_NGR_c11790	reaction	394_NGR_c00840	0.793
394_NGR_c11780	reaction	394_NGR_c00840	0.78999996
394_NGR_c11780	reaction	394_NGR_c13370	0.69200003
394_NGR_c11790	reaction	394_NGR_c31670	0.796
394_NGR_c11790	reaction	394_NGR_c28320	0.76600003
394_NGR_c11790	reaction	394_NGR_c32170	0.796
394_NGR_c12030	reaction	394_NGR_c11870	0.796
394_NGR_c12030	reaction	394_NGR_c10220	0.796
394_NGR_c11990	reaction	394_NGR_c13340	0.796
394_NGR_c11990	reaction	394_NGR_c12040	0.796
394_NGR_c11990	reaction	394_NGR_c12000	0.796
394_NGR_c12130	reaction	394_NGR_c10220	0.796
394_NGR_c12060	reaction	394_NGR_c11860	0.796
394_NGR_c11960	reaction	394_NGR_c31670	0.796
394_NGR_c12060	reaction	394_NGR_c13340	0.796
394_NGR_c11960	reaction	394_NGR_c00840	0.79200006
394_NGR_c12030	reaction	394_NGR_c13340	0.796
394_NGR_c12030	reaction	394_NGR_c12040	0.796
394_NGR_c12060	reaction	394_NGR_c10220	0.796
394_NGR_c12010	reaction	394_NGR_c10220	0.796
394_NGR_c11930	reaction	394_NGR_c12040	0.796
394_NGR_c11930	reaction	394_NGR_c12000	0.796
394_NGR_c11930	reaction	394_NGR_c11870	0.796
394_NGR_c11780	reaction	394_NGR_c11820	0.78900003
394_NGR_c11960	reaction	394_NGR_c11880	0.69200003
394_NGR_c11960	reaction	394_NGR_c11870	0.796
394_NGR_c11960	reaction	394_NGR_c12150	0.796
394_NGR_c11960	reaction	394_NGR_c13340	0.796
394_NGR_c11960	reaction	394_NGR_c12040	0.796
394_NGR_c11960	reaction	394_NGR_c12000	0.796
394_NGR_c11980	reaction	394_NGR_c12000	0.796
394_NGR_c11980	reaction	394_NGR_c11880	0.69200003
394_NGR_c11980	reaction	394_NGR_c11860	0.796
394_NGR_c11980	reaction	394_NGR_c11870	0.796
394_NGR_c11980	reaction	394_NGR_c12150	0.796
394_NGR_c11980	reaction	394_NGR_c13340	0.796
394_NGR_c11980	reaction	394_NGR_c12040	0.796
394_NGR_c12010	reaction	394_NGR_c13340	0.796
394_NGR_c12010	reaction	394_NGR_c12040	0.796
394_NGR_c11980	reaction	394_NGR_c10220	0.796
394_NGR_c12020	reaction	394_NGR_c10810	0.79200006
394_NGR_c12020	reaction	394_NGR_c37090	0.296
394_NGR_c12010	reaction	394_NGR_c11870	0.796
394_NGR_c11960	reaction	394_NGR_c10220	0.796
394_NGR_c11790	reaction	394_NGR_c10810	0.79200006
394_NGR_c11790	reaction	394_NGR_c11820	0.69200003
394_NGR_c11790	reaction	394_NGR_c37090	0.047999978
394_NGR_c10230	reaction	394_NGR_c10810	0.786
394_NGR_c10230	reaction	394_NGR_c37090	0.65
394_NGR_c11920	reaction	394_NGR_c11820	0.788
394_NGR_c11920	reaction	394_NGR_c37090	0.65
882_DVU0776	reaction	882_DVU0774	0.9189999
882_DVU0776	reaction	882_DVU0778	0.9189999
394_NGR_c11910	reaction	394_NGR_c11820	0.786
394_NGR_c11910	reaction	394_NGR_c37090	0.658
394_NGR_c11910	reaction	394_NGR_c10810	0.75699997
882_DVU0478	reaction	882_DVU1319	0.16199994
394_NGR_c11860	reaction	394_NGR_c11940	0.796
882_DVU0479	reaction	882_DVU2902	0.14600003
394_NGR_c11880	reaction	394_NGR_c11940	0.79200006
394_NGR_c35150	reaction	394_NGR_c04290	0.17400002
394_NGR_c35150	reaction	394_NGR_c22710	0.592
394_NGR_c11870	reaction	394_NGR_c11940	0.796
394_NGR_c35150	reaction	394_NGR_c36750	0.888
394_NGR_c12070	reaction	394_NGR_c11900	0.796
394_NGR_c12040	reaction	394_NGR_c11940	0.796
394_NGR_c12000	reaction	394_NGR_c11940	0.796
882_DVU0478	reaction	882_DVU1873	0.28499997
882_DVU0478	reaction	882_DVU0284	0.28499997
882_DVU0478	reaction	882_DVU3088	0.15799999
882_DVU0478	reaction	882_DVU3310	0.15799999
394_NGR_c10220	reaction	394_NGR_c11930	0.796
394_NGR_c10220	reaction	394_NGR_c11960	0.796
394_NGR_c10220	reaction	394_NGR_c12060	0.796
394_NGR_c10220	reaction	394_NGR_c12030	0.796
394_NGR_c10220	reaction	394_NGR_c11980	0.796
394_NGR_c10220	reaction	394_NGR_c12020	0.706
394_NGR_c10220	reaction	394_NGR_c11780	0.796
883_DvMF_0087	reaction	883_DvMF_1760	0.09399998
883_DvMF_0087	reaction	883_DvMF_3057	0.09399998
394_NGR_c10220	reaction	394_NGR_c16360	0.796
394_NGR_c10220	reaction	394_NGR_c12090	0.796
394_NGR_c10220	reaction	394_NGR_c12130	0.796
883_DvMF_0083	reaction	883_DvMF_1760	0.09399998
394_NGR_c10220	reaction	394_NGR_c11920	0.796
394_NGR_c10220	reaction	394_NGR_c11810	0.796
394_NGR_c10220	reaction	394_NGR_c11910	0.796
883_DvMF_0084	reaction	883_DvMF_3057	0.09399998
394_NGR_c10220	reaction	394_NGR_c12070	0.796
883_DvMF_0087	reaction	883_DvMF_2125	0.09399998
883_DvMF_0087	reaction	883_DvMF_2252	0.09399998
394_NGR_c11860	reaction	394_NGR_c12070	0.796
882_DVU0478	reaction	882_DVU1309	0.16199994
883_DvMF_0080	reaction	883_DvMF_2252	0.09399998
883_DvMF_0080	reaction	883_DvMF_1452	0.842
883_DvMF_0080	reaction	883_DvMF_2058	0.09399998
883_DvMF_0083	reaction	883_DvMF_2125	0.09399998
883_DvMF_0083	reaction	883_DvMF_2252	0.09399998
883_DvMF_0084	reaction	883_DvMF_1452	0.842
883_DvMF_0087	reaction	883_DvMF_1452	0.842
883_DvMF_0087	reaction	883_DvMF_2058	0.09399998
883_DvMF_0084	reaction	883_DvMF_2252	0.09399998
883_DvMF_0086	reaction	883_DvMF_1452	0.842
883_DvMF_0086	reaction	883_DvMF_2058	0.09399998
883_DvMF_0086	reaction	883_DvMF_2252	0.09399998
883_DvMF_0083	reaction	883_DvMF_1452	0.842
883_DvMF_0083	reaction	883_DvMF_2058	0.09399998
394_NGR_c12070	reaction	394_NGR_c13340	0.796
394_NGR_c12070	reaction	394_NGR_c12040	0.796
394_NGR_c12070	reaction	394_NGR_c12000	0.796
394_NGR_c12070	reaction	394_NGR_c11870	0.796
394_NGR_c12070	reaction	394_NGR_c10220	0.796
394_NGR_c13340	reaction	394_NGR_c12090	0.796
394_NGR_c12150	reaction	394_NGR_c11910	0.7950001
394_NGR_c13340	reaction	394_NGR_c12080	0.796
394_NGR_c13340	reaction	394_NGR_c12130	0.796
394_NGR_c12150	reaction	394_NGR_c11920	0.796
394_NGR_c12150	reaction	394_NGR_c12020	0.796
394_NGR_c13340	reaction	394_NGR_c11930	0.796
394_NGR_c13340	reaction	394_NGR_c12030	0.796
394_NGR_c13340	reaction	394_NGR_c11990	0.796
394_NGR_c13340	reaction	394_NGR_c11980	0.796
394_NGR_c13340	reaction	394_NGR_c12010	0.796
394_NGR_c12150	reaction	394_NGR_c11980	0.796
394_NGR_c12150	reaction	394_NGR_c12130	0.69200003
394_NGR_c12150	reaction	394_NGR_c12090	0.796
394_NGR_c35150	reaction	394_NGR_c05840	0.19000006
394_NGR_c13340	reaction	394_NGR_c16360	0.796
394_NGR_c12000	reaction	394_NGR_c12010	0.796
394_NGR_c12000	reaction	394_NGR_c11930	0.796
394_NGR_c12000	reaction	394_NGR_c11960	0.796
394_NGR_c12000	reaction	394_NGR_c12130	0.796
394_NGR_c12000	reaction	394_NGR_c12090	0.796
394_NGR_c12040	reaction	394_NGR_c11810	0.796
394_NGR_c12000	reaction	394_NGR_c12080	0.796
394_NGR_c12040	reaction	394_NGR_c11910	0.69200003
394_NGR_c12040	reaction	394_NGR_c12020	0.796
394_NGR_c12040	reaction	394_NGR_c11780	0.69200003
394_NGR_c12040	reaction	394_NGR_c11790	0.69200003
394_NGR_c13340	reaction	394_NGR_c11780	0.796
394_NGR_c13340	reaction	394_NGR_c11790	0.722
394_NGR_c12000	reaction	394_NGR_c16360	0.796
394_NGR_c12040	reaction	394_NGR_c12010	0.796
394_NGR_c12040	reaction	394_NGR_c11930	0.796
394_NGR_c12040	reaction	394_NGR_c11960	0.796
394_NGR_c12040	reaction	394_NGR_c12060	0.796
394_NGR_c12040	reaction	394_NGR_c12030	0.796
394_NGR_c12040	reaction	394_NGR_c11990	0.796
394_NGR_c12040	reaction	394_NGR_c11980	0.796
394_NGR_c13340	reaction	394_NGR_c11810	0.796
394_NGR_c12040	reaction	394_NGR_c12080	0.796
394_NGR_c13340	reaction	394_NGR_c11910	0.796
394_NGR_c12040	reaction	394_NGR_c12130	0.796
394_NGR_c13340	reaction	394_NGR_c10230	0.796
394_NGR_c11880	reaction	394_NGR_c34160	0.63
394_NGR_c11880	reaction	394_NGR_c35070	0.579
394_NGR_c12000	reaction	394_NGR_c11910	0.796
394_NGR_c12000	reaction	394_NGR_c10230	0.796
394_NGR_c12000	reaction	394_NGR_c11920	0.796
394_NGR_c12000	reaction	394_NGR_c11790	0.796
394_NGR_c12000	reaction	394_NGR_c12020	0.796
394_NGR_c12000	reaction	394_NGR_c11780	0.796
394_NGR_c12040	reaction	394_NGR_c12070	0.796
394_NGR_c11860	reaction	394_NGR_c12010	0.796
394_NGR_c11860	reaction	394_NGR_c11930	0.796
394_NGR_c11860	reaction	394_NGR_c12060	0.796
394_NGR_c11860	reaction	394_NGR_c12030	0.796
394_NGR_c11860	reaction	394_NGR_c11990	0.796
394_NGR_c11860	reaction	394_NGR_c12080	0.796
394_NGR_c11860	reaction	394_NGR_c12130	0.796
394_NGR_c11880	reaction	394_NGR_c10230	0.768
394_NGR_c11870	reaction	394_NGR_c16360	0.796
394_NGR_c11860	reaction	394_NGR_c16360	0.796
394_NGR_c11880	reaction	394_NGR_c11960	0.69200003
394_NGR_c11880	reaction	394_NGR_c11980	0.69200003
394_NGR_c11880	reaction	394_NGR_c12090	0.69200003
394_NGR_c11880	reaction	394_NGR_c12080	0.7950001
394_NGR_c11880	reaction	394_NGR_c12130	0.67200005
394_NGR_c11880	reaction	394_NGR_c12020	0.526
394_NGR_c11870	reaction	394_NGR_c11810	0.796
394_NGR_c11870	reaction	394_NGR_c12020	0.796
394_NGR_c11870	reaction	394_NGR_c11910	0.796
394_NGR_c11870	reaction	394_NGR_c10230	0.796
394_NGR_c11870	reaction	394_NGR_c11920	0.796
394_NGR_c11870	reaction	394_NGR_c12130	0.796
394_NGR_c11860	reaction	394_NGR_c10230	0.796
394_NGR_c11860	reaction	394_NGR_c11920	0.796
882_DVU0479	reaction	882_DVU2226	0.10599995
394_NGR_c11870	reaction	394_NGR_c12030	0.796
394_NGR_c11870	reaction	394_NGR_c11990	0.796
394_NGR_c11860	reaction	394_NGR_c11810	0.796
394_NGR_c11870	reaction	394_NGR_c12090	0.796
394_NGR_c11860	reaction	394_NGR_c11910	0.69200003
394_NGR_c11870	reaction	394_NGR_c12080	0.796
394_NGR_c11860	reaction	394_NGR_c12020	0.796
394_NGR_c11860	reaction	394_NGR_c11780	0.796
394_NGR_c11870	reaction	394_NGR_c11980	0.796
394_NGR_c11870	reaction	394_NGR_c12010	0.796
394_NGR_c12000	reaction	394_NGR_c12070	0.796
394_NGR_c11870	reaction	394_NGR_c11930	0.796
394_NGR_c11870	reaction	394_NGR_c11960	0.796
882_DVU0478	reaction	882_DVU1298	0.16199994
882_DVU0478	reaction	882_DVU0504	0.16199994
882_DVU0478	reaction	882_DVU1303	0.16199994
882_DVU0478	reaction	882_DVU0874	0.16199994
882_DVU0478	reaction	882_DVU1305	0.16199994
882_DVU0478	reaction	882_DVU1308	0.16199994
882_DVU0478	reaction	882_DVU1327	0.16199994
882_DVU0478	reaction	882_DVU1322	0.16199994
882_DVU0478	reaction	882_DVU1326	0.16199994
882_DVU0478	reaction	882_DVU2924	0.16199994
882_DVU0478	reaction	882_DVU2518	0.16199994
882_DVU0478	reaction	882_DVU2519	0.16199994
394_NGR_c11790	reaction	394_NGR_c24030	0.10599995
882_DVU0478	reaction	882_DVU2925	0.16199994
882_DVU0478	reaction	882_DVU2926	0.16199994
394_NGR_c11790	reaction	394_NGR_c15310	0.10599995
882_DVU0478	reaction	882_DVU1312	0.16199994
882_DVU0478	reaction	882_DVU1317	0.16199994
882_DVU0478	reaction	882_DVU1307	0.16199994
882_DVU0478	reaction	882_DVU1316	0.16199994
882_DVU0478	reaction	882_DVU1310	0.15999997
882_DVU0478	reaction	882_DVU1320	0.16199994
882_DVU0478	reaction	882_DVU1315	0.16199994
882_DVU0478	reaction	882_DVU1313	0.16199994
394_NGR_c11780	reaction	394_NGR_c11160	0.57799995
394_NGR_c15830	reaction	394_NGR_c34160	0.075999975
394_NGR_c11910	reaction	394_NGR_c11160	0.574
394_NGR_c15820	reaction	394_NGR_c34160	0.075999975
394_NGR_c10230	reaction	394_NGR_c11160	0.581
394_NGR_c11920	reaction	394_NGR_c11160	0.222
394_NGR_c10230	reaction	394_NGR_c32230	0.69200003
394_NGR_c11810	reaction	394_NGR_c11950	0.796
394_NGR_c11810	reaction	394_NGR_c11970	0.796
394_NGR_c11920	reaction	394_NGR_c35720	0.69200003
394_NGR_c11910	reaction	394_NGR_c12120	0.796
394_NGR_c11910	reaction	394_NGR_c12050	0.796
394_NGR_c11920	reaction	394_NGR_c08860	0.69200003
394_NGR_c11920	reaction	394_NGR_c08870	0.69200003
394_NGR_c11910	reaction	394_NGR_c11970	0.796
394_NGR_c11910	reaction	394_NGR_c11950	0.796
394_NGR_c11920	reaction	394_NGR_c32230	0.69200003
394_NGR_c10230	reaction	394_NGR_c12120	0.796
394_NGR_c11910	reaction	394_NGR_c08870	0.69200003
394_NGR_c11910	reaction	394_NGR_c36260	0.7950001
394_NGR_c11790	reaction	394_NGR_c33950	0.581
394_NGR_c11910	reaction	394_NGR_c32230	0.69200003
394_NGR_c11810	reaction	394_NGR_c12120	0.796
394_NGR_c11810	reaction	394_NGR_c12050	0.796
394_NGR_c10230	reaction	394_NGR_c35720	0.69200003
394_NGR_c10230	reaction	394_NGR_c08860	0.69200003
394_NGR_c10230	reaction	394_NGR_c36260	0.796
394_NGR_c10230	reaction	394_NGR_c33950	0.581
394_NGR_c10230	reaction	394_NGR_c11950	0.796
394_NGR_c10230	reaction	394_NGR_c11970	0.796
394_NGR_c11920	reaction	394_NGR_c12120	0.796
394_NGR_c11920	reaction	394_NGR_c12050	0.796
394_NGR_c11910	reaction	394_NGR_c33950	0.574
394_NGR_c11920	reaction	394_NGR_c11950	0.796
394_NGR_c11920	reaction	394_NGR_c11970	0.796
883_DvMF_0102	reaction	883_DvMF_2252	0.09399998
883_DvMF_0093	reaction	883_DvMF_2125	0.09399998
883_DvMF_0093	reaction	883_DvMF_2252	0.09399998
883_DvMF_0092	reaction	883_DvMF_1452	0.732
883_DvMF_0091	reaction	883_DvMF_2252	0.09399998
883_DvMF_0092	reaction	883_DvMF_2125	0.09399998
883_DvMF_0102	reaction	883_DvMF_2058	0.09399998
883_DvMF_0092	reaction	883_DvMF_2252	0.09399998
883_DvMF_1453	reaction	883_DvMF_0969	0.842
883_DvMF_0094	reaction	883_DvMF_2058	0.09399998
883_DvMF_0103	reaction	883_DvMF_1737	0.09399998
883_DvMF_0098	reaction	883_DvMF_1452	0.842
883_DvMF_0103	reaction	883_DvMF_2964	0.09399998
883_DvMF_0094	reaction	883_DvMF_2125	0.09399998
883_DvMF_0094	reaction	883_DvMF_2252	0.09399998
883_DvMF_0103	reaction	883_DvMF_0709	0.09399998
883_DvMF_0103	reaction	883_DvMF_0503	0.487
883_DvMF_0103	reaction	883_DvMF_0969	0.842
883_DvMF_0095	reaction	883_DvMF_2058	0.09399998
883_DvMF_2294	reaction	883_DvMF_0050	0.09399998
883_DvMF_2294	reaction	883_DvMF_1455	0.9089999
883_DvMF_0091	reaction	883_DvMF_2058	0.09399998
883_DvMF_0091	reaction	883_DvMF_1452	0.842
883_DvMF_0089	reaction	883_DvMF_0082	0.842
883_DvMF_1451	reaction	883_DvMF_3057	0.09399998
883_DvMF_1451	reaction	883_DvMF_1760	0.09399998
883_DvMF_1434	reaction	883_DvMF_1760	0.03400004
883_DvMF_0088	reaction	883_DvMF_0082	0.842
883_DvMF_2294	reaction	883_DvMF_0192	0.09399998
883_DvMF_2294	reaction	883_DvMF_0105	0.9089999
883_DvMF_0970	reaction	883_DvMF_1760	0.09399998
883_DvMF_2924	reaction	883_DvMF_0082	0.842
883_DvMF_0970	reaction	883_DvMF_3057	0.09399998
883_DvMF_2924	reaction	883_DvMF_0050	0.09399998
883_DvMF_0075	reaction	883_DvMF_0082	0.842
883_DvMF_2294	reaction	883_DvMF_3057	0.09399998
883_DvMF_2924	reaction	883_DvMF_0077	0.459
883_DvMF_2294	reaction	883_DvMF_0566	0.09399998
883_DvMF_0089	reaction	883_DvMF_0096	0.842
883_DvMF_0088	reaction	883_DvMF_0096	0.842
883_DvMF_0088	reaction	883_DvMF_0085	0.842
883_DvMF_0076	reaction	883_DvMF_0082	0.842
883_DvMF_0089	reaction	883_DvMF_0050	0.09399998
883_DvMF_2294	reaction	883_DvMF_0478	0.018000007
883_DvMF_2924	reaction	883_DvMF_0085	0.842
