"",h,rel,t
22030,concept:geopoliticalorganization:fernley,type,concept:geopoliticalorganization
22031,concept:criminal:frank_rich,type,concept:criminal
22032,concept:mammal:porpoises,type,concept:mammal
22033,concept:personus:xavier_nady,type,concept:personus
22034,concept:hotel:driskill,type,concept:hotel
22035,concept:geopoliticallocation:lapeer,type,concept:geopoliticallocation
22036,concept:insect:termites,type,concept:insect
22037,concept:eventoutcome:government,type,concept:eventoutcome
22038,concept:company:excite,type,concept:company
22039,concept:musicartist:the_kills,type,concept:musicartist
22040,concept:writer:georgie_anne_geyer,type,concept:writer
22041,concept:language:biblical_hebrew,type,concept:language
22042,concept:website:commission_junction_and_linkshare,type,concept:website
22043,concept:sportsteam:bad_cubs,type,concept:sportsteam
22044,concept:company:american_legion,type,concept:company
22045,concept:blog:world_report,type,concept:blog
22046,concept:geopoliticallocation:vaasa,type,concept:geopoliticallocation
22047,concept:medicalprocedure:botox,type,concept:medicalprocedure
22048,concept:company:times_plan,type,concept:company
22049,concept:clothing:wool_socks,type,concept:clothing
22050,concept:politicsblog:logo,type,concept:politicsblog
22051,concept:company:ptc,type,concept:company
22052,concept:monument:nyse,type,concept:monument
22053,concept:academicfield:industries,type,concept:academicfield
22054,concept:newspaper:kabc,type,concept:newspaper
22055,concept:geopoliticallocation:shawnee,type,concept:geopoliticallocation
22056,concept:politicianus:john_sculley,type,concept:politicianus
22057,concept:coach:jamie_dixon,type,concept:coach
22058,concept:city:dover,type,concept:city
22059,concept:visualartform:subject_matter,type,concept:visualartform
22060,concept:personcanada:john_mayer,type,concept:personcanada
22061,concept:company:wfwa,type,concept:company
22062,concept:product:wii,type,concept:product
22063,concept:sportsteam:vols,type,concept:sportsteam
22064,concept:planet:hurricanes,type,concept:planet
22065,concept:musicsong:party,type,concept:musicsong
22066,concept:geopoliticallocation:moldova,type,concept:geopoliticallocation
22067,concept:sportsgame:days_last_month,type,concept:sportsgame
22068,concept:geopoliticallocation:thornton,type,concept:geopoliticallocation
22069,concept:vertebrate:poultry,type,concept:vertebrate
22070,concept:coach:jim_baumbach,type,concept:coach
22071,concept:city:atlantic_beach,type,concept:city
22072,concept:book:romania,type,concept:book
22073,concept:street:gay_street,type,concept:street
22074,concept:company:sansa,type,concept:company
22075,concept:website:fastweb_com,type,concept:website
22076,concept:clothing:plaid_shorts,type,concept:clothing
22077,concept:visualizablescene:florida_city,type,concept:visualizablescene
22078,concept:city:monterrey,type,concept:city
22079,concept:year:sophomore_year,type,concept:year
22080,concept:visualizablething:simple_water,type,concept:visualizablething
22081,concept:language:swedish_language,type,concept:language
22082,concept:profession:deaths,type,concept:profession
22083,concept:clothing:check_shirt,type,concept:clothing
22084,concept:company:boeing,type,concept:company
22085,concept:clothing:silk_stockings,type,concept:clothing
22086,concept:politicsblog:slate,type,concept:politicsblog
22087,concept:clothing:button_front_shirt,type,concept:clothing
22088,concept:person:leslie_moonves,type,concept:person
22089,concept:vehicle:financing,type,concept:vehicle
22090,concept:politicsissue:relations,type,concept:politicsissue
22091,concept:terroristorganization:_,type,concept:terroristorganization
22092,concept:geopoliticallocation:cape_verde,type,concept:geopoliticallocation
22093,concept:company:wipro,type,concept:company
22094,concept:reptile:crocodiles,type,concept:reptile
22095,concept:politicianus:billy_tauzin,type,concept:politicianus
22096,concept:company:heinz,type,concept:company
22097,concept:actor:nixon,type,concept:actor
22098,concept:musician:robin_zander,type,concept:musician
22099,concept:organization:the_family_resource_network,type,concept:organization
22100,concept:radiostation:keye,type,concept:radiostation
22101,concept:musician:everclear,type,concept:musician
22102,concept:bank:chase___co,type,concept:bank
22103,concept:organization:carolina_academies,type,concept:organization
22104,concept:country:bolivia,type,concept:country
22105,concept:city:tauranga,type,concept:city
22106,concept:hobby:marathons,type,concept:hobby
22107,concept:company:international_data_group,type,concept:company
22108,concept:company:nyt,type,concept:company
22109,concept:personnorthamerica:c_span,type,concept:personnorthamerica
22110,concept:geopoliticallocation:daly_city,type,concept:geopoliticallocation
22111,concept:university:duke_university,type,concept:university
22112,concept:university:bar_ilan_university,type,concept:university
22113,concept:product:services_ontario,type,concept:product
22114,concept:company:wtsf,type,concept:company
22115,concept:ceo:doug_parker,type,concept:ceo
22116,concept:city:lake_grove,type,concept:city
22117,concept:person:nelson_mandela,type,concept:person
22118,concept:city:livingston,type,concept:city
22119,concept:actor:joel_hollander,type,concept:actor
22120,concept:hotel:royal_sonesta,type,concept:hotel
22121,concept:governmentorganization:pubmed,type,concept:governmentorganization
22122,concept:clothing:corduroy_jeans,type,concept:clothing
22123,concept:date:january_6,type,concept:date
22124,concept:company:kidk_tv,type,concept:company
22125,concept:ceo:john_faraci,type,concept:ceo
22126,concept:disease:ain,type,concept:disease
22127,concept:person:rimm,type,concept:person
22128,concept:politicalparty:fatah_party,type,concept:politicalparty
22129,concept:shoppingmall:central_park,type,concept:shoppingmall
22130,concept:city:victoria,type,concept:city
22131,concept:person:house,type,concept:person
22132,concept:animal:hen,type,concept:animal
22133,concept:geopoliticallocation:clarksville,type,concept:geopoliticallocation
22134,concept:company:scotsman,type,concept:company
22135,concept:musician:felix_cavaliere,type,concept:musician
22136,concept:location:sterling_heights,type,concept:location
22137,concept:blog:daily_express,type,concept:blog
22138,concept:visualizablething:drexel_hill,type,concept:visualizablething
22139,concept:currency:dollar,type,concept:currency
22140,concept:radiostation:ksbi,type,concept:radiostation
22141,concept:automobilemaker:cummins,type,concept:automobilemaker
22142,concept:company:wxvt_tv,type,concept:company
22143,concept:city:manila,type,concept:city
22144,concept:attraction:bowery_ballroom,type,concept:attraction
22145,concept:date:n1848,type,concept:date
22146,concept:clothing:padded_jacket,type,concept:clothing
22147,concept:parlourgame:six_hours,type,concept:parlourgame
22148,concept:city:choices,type,concept:city
22149,concept:politicianus:richard_davis,type,concept:politicianus
22150,concept:mammal:asses,type,concept:mammal
22151,concept:transportation:first_class_recorded_delivery,type,concept:transportation
22152,concept:park:buffalo_bills,type,concept:park
22153,concept:wine:trocadero,type,concept:wine
22154,concept:televisionstation:kpth,type,concept:televisionstation
22155,concept:athlete:hands_of_stone,type,concept:athlete
22156,concept:newspaper:patch,type,concept:newspaper
22157,concept:ceo:david_rockefeller,type,concept:ceo
22158,concept:company:gamestop,type,concept:company
22159,concept:terroristorganization:mahmoud_abbas,type,concept:terroristorganization
22160,concept:buildingfeature:hvac_system,type,concept:buildingfeature
22161,concept:city:sebastian,type,concept:city
22162,concept:visualizablething:low_cost_water,type,concept:visualizablething
22163,concept:country:per_,type,concept:country
22164,concept:animal:turkey,type,concept:animal
22165,concept:country:us_locations,type,concept:country
22166,concept:website:kansas_city_star,type,concept:website
22167,concept:vertebrate:nature_horses,type,concept:vertebrate
22168,concept:company:igoogle,type,concept:company
22169,concept:company:amer_intl_group,type,concept:company
22170,concept:nongovorganization:sldn,type,concept:nongovorganization
22171,concept:sportsteam:chelsea,type,concept:sportsteam
22172,concept:sportsleague:nhl_history,type,concept:sportsleague
22173,concept:city:montebello,type,concept:city
22174,concept:coach:merle_travis,type,concept:coach
22175,concept:vertebrate:hoofed_animals,type,concept:vertebrate
22176,concept:person:angelina_jolie,type,concept:person
22177,concept:mlarea:rules,type,concept:mlarea
22178,concept:clothing:black_dress_shirt,type,concept:clothing
22179,concept:hospital:system,type,concept:hospital
22180,concept:building:south,type,concept:building
22181,concept:ceo:daniel_vasella,type,concept:ceo
22182,concept:ceo:emilio_azcarraga_jean,type,concept:ceo
22183,concept:insect:bumblebees,type,concept:insect
22184,concept:politicsblog:chicago_defender,type,concept:politicsblog
22185,concept:beverage:duet,type,concept:beverage
22186,concept:personnorthamerica:ipad,type,concept:personnorthamerica
22187,concept:magazine:aba,type,concept:magazine
22188,concept:politicsbill:activesync,type,concept:politicsbill
22189,concept:journalist:mike_bianchi,type,concept:journalist
22190,concept:clothing:black_tunic,type,concept:clothing
22191,concept:city:makati,type,concept:city
22192,concept:musician:shannon_hoon,type,concept:musician
22193,concept:personcanada:beauty,type,concept:personcanada
22194,concept:automobilemaker:gigabyte,type,concept:automobilemaker
22195,concept:personnorthamerica:johann_olav_koss,type,concept:personnorthamerica
22196,concept:university:college_board,type,concept:university
22197,concept:museum:pier,type,concept:museum
22198,concept:personmexico:jim_thome,type,concept:personmexico
22199,concept:musicsong:salina,type,concept:musicsong
22200,concept:landscapefeatures:rivers,type,concept:landscapefeatures
22201,concept:newspaper:westchester_journal_news,type,concept:newspaper
22202,concept:shoppingmall:affiliate,type,concept:shoppingmall
22203,concept:musicinstrument:jade,type,concept:musicinstrument
22204,concept:person:ken_lay,type,concept:person
22205,concept:male:michael_mendes,type,concept:male
22206,concept:city:keene,type,concept:city
22207,concept:city:status,type,concept:city
22208,concept:radiostation:ksps_tv,type,concept:radiostation
22209,concept:airport:airasia,type,concept:airport
22210,concept:sportsteam:washington_state,type,concept:sportsteam
22211,concept:person:roger_linquist,type,concept:person
22212,concept:stateorprovince:cuando_cubango,type,concept:stateorprovince
22213,concept:software:kinect,type,concept:software
22214,concept:stadiumoreventvenue:bradley_center,type,concept:stadiumoreventvenue
22215,concept:politicsissue:field,type,concept:politicsissue
22216,concept:clothing:vest_top,type,concept:clothing
22217,concept:stateorprovince:washington_state,type,concept:stateorprovince
22218,concept:university:colorado_state,type,concept:university
22219,concept:company:financial_post001,type,concept:company
22220,concept:geopoliticallocation:saraland,type,concept:geopoliticallocation
22221,concept:radiostation:wric,type,concept:radiostation
22222,concept:university:baptist_university,type,concept:university
22223,concept:city:band,type,concept:city
22224,concept:coach:subway,type,concept:coach
22225,concept:retailstore:lowes,type,concept:retailstore
22226,concept:televisionstation:wmvt,type,concept:televisionstation
22227,concept:criminal:articles_seo,type,concept:criminal
22228,concept:researchproject:fort_worth,type,concept:researchproject
22229,concept:city:rohnert_park,type,concept:city
22230,concept:city:la_habra,type,concept:city
22231,concept:musicinstrument:violin,type,concept:musicinstrument
22232,concept:country:ada,type,concept:country
22233,concept:musicalbum:twelve_hours,type,concept:musicalbum
22234,concept:city:hahn,type,concept:city
22235,concept:company:quds_force,type,concept:company
22236,concept:animal:goat_cheese,type,concept:animal
22237,concept:park:tournaments,type,concept:park
22238,concept:hotel:dylan,type,concept:hotel
22239,concept:jobposition:farmer,type,concept:jobposition
22240,concept:bank:jpmorgan_chase___co_,type,concept:bank
22241,concept:county:suffolk,type,concept:county
22242,concept:city:myrtle_beach,type,concept:city
22243,concept:musicartist:things,type,concept:musicartist
22244,concept:blog:new_york_law_journal,type,concept:blog
22245,concept:coach:vancouver_canucks,type,concept:coach
22246,concept:bone:left_ankle,type,concept:bone
22247,concept:country:usa,type,concept:country
22248,concept:company:register,type,concept:company
22249,concept:language:romansh,type,concept:language
22250,concept:geopoliticallocation:fontana,type,concept:geopoliticallocation
22251,concept:city:alliance,type,concept:city
22252,concept:country:lithuania,type,concept:country
22253,concept:city:santa_paula,type,concept:city
22254,concept:politicianus:rev__jesse_jackson,type,concept:politicianus
22255,concept:visualizablething:fair_lawn,type,concept:visualizablething
22256,concept:city:neighborhoods,type,concept:city
22257,concept:stadiumoreventvenue:blossom_music_center,type,concept:stadiumoreventvenue
22258,concept:geopoliticalorganization:e_mail,type,concept:geopoliticalorganization
22259,concept:automobilemodel:swap,type,concept:automobilemodel
22260,concept:academicfield:applications,type,concept:academicfield
22261,concept:arachnid:vents,type,concept:arachnid
22262,concept:company:bmi,type,concept:company
22263,concept:city:arena,type,concept:city
22264,concept:politicianus:harry_truman,type,concept:politicianus
22265,concept:televisionstation:wsbt,type,concept:televisionstation
22266,concept:person:gonzales,type,concept:person
22267,concept:researchproject:further_evidence,type,concept:researchproject
22268,concept:bank:standard_ups,type,concept:bank
22269,concept:ceo:michael_g__morris,type,concept:ceo
22270,concept:bank:priorty_mail,type,concept:bank
22271,concept:room:workshop,type,concept:room
22272,concept:musicartist:former_beatles,type,concept:musicartist
22273,concept:musician:jaco_pastorius,type,concept:musician
22274,concept:profession:leadership_team,type,concept:profession
22275,concept:ceo:ken_powell,type,concept:ceo
22276,concept:website:health_website,type,concept:website
22277,concept:male:band,type,concept:male
22278,concept:city:leominster,type,concept:city
22279,concept:company:ntt_communications,type,concept:company
22280,concept:musicartist:jungle,type,concept:musicartist
22281,concept:person:pierre_omidyar,type,concept:person
22282,concept:televisionstation:kxan,type,concept:televisionstation
22283,concept:politicianus:steve_miller,type,concept:politicianus
22284,concept:company:estee_lauder,type,concept:company
22285,concept:musician:blues_brothers,type,concept:musician
22286,concept:geopoliticalorganization:moxico,type,concept:geopoliticalorganization
22287,concept:bird:chachalacas,type,concept:bird
22288,concept:coach:tim_floyd,type,concept:coach
22289,concept:personus:andy_van_slyke,type,concept:personus
22290,concept:journalist:bill_keller,type,concept:journalist
22291,concept:person:class,type,concept:person
22292,concept:person:pamela,type,concept:person
22293,concept:criminal:peter_johnson,type,concept:criminal
22294,concept:personcanada:jeff_healey,type,concept:personcanada
22295,concept:street:east_view,type,concept:street
22296,concept:bird:exotic_birds,type,concept:bird
22297,concept:academicfield:audit,type,concept:academicfield
22298,concept:university:siu,type,concept:university
22299,concept:product:services_cfda,type,concept:product
22300,concept:stateorprovince:mississippi_state,type,concept:stateorprovince
22301,concept:personcanada:cat_stevens,type,concept:personcanada
22302,concept:ceo:john_thain,type,concept:ceo
22303,concept:mammal:terriers,type,concept:mammal
22304,concept:clothing:mac,type,concept:clothing
22305,concept:actor:lessons,type,concept:actor
22306,concept:country:ireland,type,concept:country
22307,concept:mldataset:home,type,concept:mldataset
22308,concept:language:tagalog_language,type,concept:language
22309,concept:country:south_moravian_region,type,concept:country
22310,concept:hotel:econo_lodge___suites,type,concept:hotel
22311,concept:newspaper:novaya_gazeta,type,concept:newspaper
22312,concept:website:october_2003,type,concept:website
22313,concept:city:carrsville,type,concept:city
22314,concept:musicalbum:queen,type,concept:musicalbum
22315,concept:person:lynn_blodgett,type,concept:person
22316,concept:food:hampton,type,concept:food
22317,concept:hotel:grange_hotel,type,concept:hotel
22318,concept:coach:mark_wilson,type,concept:coach
22319,concept:politicianus:chris_murphy,type,concept:politicianus
22320,concept:city:kamloops,type,concept:city
22321,concept:sportsteam:twins,type,concept:sportsteam
22322,concept:website:homes,type,concept:website
22323,concept:stateorprovince:newyork,type,concept:stateorprovince
22324,concept:city:bryant,type,concept:city
22325,concept:televisionshow:tbs,type,concept:televisionshow
22326,concept:televisionshow:grapevine,type,concept:televisionshow
22327,concept:clothing:navy_jumper,type,concept:clothing
22328,concept:city:boynton_beach,type,concept:city
22329,concept:clothing:wedges,type,concept:clothing
22330,concept:clothing:frock_coat,type,concept:clothing
22331,concept:city:juneau,type,concept:city
22332,concept:personafrica:marion_burros,type,concept:personafrica
22333,concept:medicalprocedure:chamber,type,concept:medicalprocedure
22334,concept:ethnicgroup:armenia,type,concept:ethnicgroup
22335,concept:city:hingham,type,concept:city
22336,concept:person:benji_madden,type,concept:person
22337,concept:company:khrr_tv,type,concept:company
22338,concept:journalist:bob_klapisch,type,concept:journalist
22339,concept:musician:bukka_white,type,concept:musician
22340,concept:academicfield:arts_program,type,concept:academicfield
22341,concept:person:james_gordon_meek,type,concept:person
22342,concept:geopoliticalorganization:passaic,type,concept:geopoliticalorganization
22343,concept:musicartist:elvis,type,concept:musicartist
22344,concept:city:park_ridge,type,concept:city
22345,concept:ceo:vijay_k__thadani,type,concept:ceo
22346,concept:personaustralia:c_j__wilson,type,concept:personaustralia
22347,concept:personcanada:distribution,type,concept:personcanada
22348,concept:county:garden_city,type,concept:county
22349,concept:planet:face,type,concept:planet
22350,concept:athlete:travis_smith,type,concept:athlete
22351,concept:newspaper:globe,type,concept:newspaper
22352,concept:televisionstation:wgmb,type,concept:televisionstation
22353,concept:city:villa_clara,type,concept:city
22354,concept:musicartist:saturday_night_live,type,concept:musicartist
22355,concept:city:wigan,type,concept:city
22356,concept:city:benton,type,concept:city
22357,concept:website:spam,type,concept:website
22358,concept:female:masquerade,type,concept:female
22359,concept:clothing:white_blouses,type,concept:clothing
22360,concept:city:bentonville,type,concept:city
22361,concept:person:indy,type,concept:person
22362,concept:clothing:aprons,type,concept:clothing
22363,concept:clothing:baseball_cap,type,concept:clothing
22364,concept:politicianus:joshua_nkomo,type,concept:politicianus
22365,concept:radiostation:wgme,type,concept:radiostation
22366,concept:room:inn,type,concept:room
22367,concept:website:faves_share,type,concept:website
22368,concept:attraction:stations,type,concept:attraction
22369,concept:radiostation:wtol,type,concept:radiostation
22370,concept:creditunion:jp_morgan_chase,type,concept:creditunion
22371,concept:reptile:gnu_free_documentation_license,type,concept:reptile
22372,concept:location:avondale_arizona,type,concept:location
22373,concept:coach:jim_grobe,type,concept:coach
22374,concept:televisionstation:wkpv,type,concept:televisionstation
22375,concept:radiostation:kjrh,type,concept:radiostation
22376,concept:city:belem,type,concept:city
22377,concept:geopoliticallocation:herzegovina,type,concept:geopoliticallocation
22378,concept:personafrica:belgium,type,concept:personafrica
22379,concept:mammal:wild_cats,type,concept:mammal
22380,concept:ceo:fareed_zakaria,type,concept:ceo
22381,concept:clothing:pleated_slacks,type,concept:clothing
22382,concept:programminglanguage:future,type,concept:programminglanguage
22383,concept:person:fred_seiler,type,concept:person
22384,concept:politicianus:john_bond,type,concept:politicianus
22385,concept:academicfield:federal,type,concept:academicfield
22386,concept:city:mountain_view,type,concept:city
22387,concept:currency:rials,type,concept:currency
22388,concept:sportsteam:duquesne_lady_dukes,type,concept:sportsteam
22389,concept:sportsteam:red_sox_last_night,type,concept:sportsteam
22390,concept:visualizablescene:freeland,type,concept:visualizablescene
22391,concept:parlourgame:n15_hours,type,concept:parlourgame
22392,concept:sportsteam:pittsburg_state_gorillas,type,concept:sportsteam
22393,concept:country:islamic_republic_of_iran,type,concept:country
22394,concept:personus:maicer_izturis,type,concept:personus
22395,concept:company:adults,type,concept:company
22396,concept:professionalorganization:lions,type,concept:professionalorganization
22397,concept:hotel:grand_continental,type,concept:hotel
22398,concept:musicsong:tradition,type,concept:musicsong
22399,concept:retailstore:stocks,type,concept:retailstore
22400,concept:consumerelectronicitem:muse,type,concept:consumerelectronicitem
22401,concept:perceptionaction:mom,type,concept:perceptionaction
22402,concept:stateorprovince:golestan,type,concept:stateorprovince
22403,concept:city:mariposa,type,concept:city
22404,concept:clothing:black_bra,type,concept:clothing
22405,concept:company:hot_bot,type,concept:company
22406,concept:company:instagram,type,concept:company
22407,concept:county:monroe_county,type,concept:county
22408,concept:governmentorganization:information_commissioner,type,concept:governmentorganization
22409,concept:university:akron,type,concept:university
22410,concept:insect:beetles,type,concept:insect
22411,concept:sportsteam:seattle_storm,type,concept:sportsteam
22412,concept:company:us_postal,type,concept:company
22413,concept:clothing:western_shirt,type,concept:clothing
22414,concept:personus:john_wood,type,concept:personus
22415,concept:company:bea_systems_inc_,type,concept:company
22416,concept:geometricshape:_,type,concept:geometricshape
22417,concept:geopoliticalorganization:franconia,type,concept:geopoliticalorganization
22418,concept:personnorthamerica:bret_baier,type,concept:personnorthamerica
22419,concept:street:olean,type,concept:street
22420,concept:website:connecticut_addresses,type,concept:website
22421,concept:musician:elmore_james,type,concept:musician
22422,concept:televisionstation:wagm,type,concept:televisionstation
22423,concept:company:woi__tv,type,concept:company
22424,concept:attraction:california_shows,type,concept:attraction
22425,concept:criminal:conditions,type,concept:criminal
22426,concept:automobilemaker:basf,type,concept:automobilemaker
22427,concept:automobilemodel:honda_motor_co_,type,concept:automobilemodel
22428,concept:sportsleague:jeep_,type,concept:sportsleague
22429,concept:newspaper:cfo_magazine,type,concept:newspaper
22430,concept:weatherphenomenon:appearance,type,concept:weatherphenomenon
22431,concept:city:lithia_springs,type,concept:city
22432,concept:governmentorganization:clients,type,concept:governmentorganization
22433,concept:journalist:david_neeleman,type,concept:journalist
22434,concept:newspaper:irish_times,type,concept:newspaper
22435,concept:location:new_york_city_metro_area,type,concept:location
22436,concept:televisionstation:khou_tv,type,concept:televisionstation
22437,concept:city:clarkston,type,concept:city
22438,concept:buildingfeature:call,type,concept:buildingfeature
22439,concept:politicianus:bill_bradley,type,concept:politicianus
22440,concept:comedian:estonia,type,concept:comedian
22441,concept:building:casino_las_vegas,type,concept:building
22442,concept:company:pravda001,type,concept:company
22443,concept:emotion:joy,type,concept:emotion
22444,concept:reptile:owl,type,concept:reptile
22445,concept:radiostation:whag,type,concept:radiostation
22446,concept:visualizablescene:taunton,type,concept:visualizablescene
22447,concept:tableitem:registry,type,concept:tableitem
22448,concept:clothing:black_suits,type,concept:clothing
22449,concept:skiarea:college_park,type,concept:skiarea
22450,concept:personaustralia:norwich,type,concept:personaustralia
22451,concept:clothing:suit_jacket,type,concept:clothing
22452,concept:sportsteam:big_12_gear,type,concept:sportsteam
22453,concept:reptile:new_mexico,type,concept:reptile
22454,concept:country:gibraltar,type,concept:country
22455,concept:city:bergamo,type,concept:city
22456,concept:geopoliticalorganization:molise,type,concept:geopoliticalorganization
22457,concept:biotechcompany:honda_motor_co__ltd,type,concept:biotechcompany
22458,concept:professionalorganization:steering_committee,type,concept:professionalorganization
22459,concept:videogamesystem:wordpad,type,concept:videogamesystem
22460,concept:agriculturalproduct:difficulty,type,concept:agriculturalproduct
22461,concept:politicsblog:camera,type,concept:politicsblog
22462,concept:televisionstation:wbns,type,concept:televisionstation
22463,concept:city:temecula,type,concept:city
22464,concept:city:ulm,type,concept:city
22465,concept:musicsong:countrywide,type,concept:musicsong
22466,concept:governmentorganization:copy,type,concept:governmentorganization
22467,concept:clothing:clothes,type,concept:clothing
22468,concept:amphibian:geckos,type,concept:amphibian
22469,concept:politicaloffice:co_chair,type,concept:politicaloffice
22470,concept:city:seaford,type,concept:city
22471,concept:personaustralia:qpr,type,concept:personaustralia
22472,concept:journalist:william_c__rhoden,type,concept:journalist
22473,concept:mammal:rabbits,type,concept:mammal
22474,concept:retailstore:rebates,type,concept:retailstore
22475,concept:radiostation:khas_tv,type,concept:radiostation
22476,concept:emotion:ideas,type,concept:emotion
22477,concept:politicianus:michael_bloomberg,type,concept:politicianus
22478,concept:language:spanish,type,concept:language
22479,concept:bedroomitem:marketplace,type,concept:bedroomitem
22480,concept:televisionstation:kusi,type,concept:televisionstation
22481,concept:country:nicaragua,type,concept:country
22482,concept:website:purchase,type,concept:website
22483,concept:restaurant:melting_pot,type,concept:restaurant
22484,concept:recordlabel:syd_nathan,type,concept:recordlabel
22485,concept:bank:deutsche,type,concept:bank
22486,concept:clothing:heels,type,concept:clothing
22487,concept:company:christianity_today001,type,concept:company
22488,concept:female:kenneth_lay,type,concept:female
22489,concept:politicsissue:courts,type,concept:politicsissue
22490,concept:insect:bed_bugs,type,concept:insect
22491,concept:transportation:british_airways,type,concept:transportation
22492,concept:stateorprovince:general_motors,type,concept:stateorprovince
22493,concept:clothing:print_shirt,type,concept:clothing
22494,concept:geopoliticalorganization:wooldridge,type,concept:geopoliticalorganization
22495,concept:clothing:blue_suits,type,concept:clothing
22496,concept:vertebrate:street_dogs,type,concept:vertebrate
22497,concept:city:adelaide,type,concept:city
22498,concept:crustacean:toilet,type,concept:crustacean
22499,concept:mammal:ferrets,type,concept:mammal
22500,concept:stadiumoreventvenue:john_paul_jones_arena,type,concept:stadiumoreventvenue
22501,concept:automobilemodel:carnival,type,concept:automobilemodel
22502,concept:vegetable:pepper,type,concept:vegetable
22503,concept:landscapefeatures:scenery,type,concept:landscapefeatures
22504,concept:clothing:green_tank_top,type,concept:clothing
22505,concept:musicartist:roger_hodgson,type,concept:musicartist
22506,concept:televisionstation:wtgs_tv,type,concept:televisionstation
22507,concept:musicartist:tim_freedman,type,concept:musicartist
22508,concept:buildingfeature:posts,type,concept:buildingfeature
22509,concept:female:caterina_fake,type,concept:female
22510,concept:book:leader,type,concept:book
22511,concept:blog:cnet_com,type,concept:blog
22512,concept:mammal:companion_animals,type,concept:mammal
22513,concept:county:danville,type,concept:county
22514,concept:automobilemaker:des_moines,type,concept:automobilemaker
22515,concept:scientist:mitch_kapor,type,concept:scientist
22516,concept:country:all_russia,type,concept:country
22517,concept:geopoliticalorganization:rolesville,type,concept:geopoliticalorganization
22518,concept:clothing:dark_blue_jeans,type,concept:clothing
22519,concept:sportsteam:cumberland_bulldogs,type,concept:sportsteam
22520,concept:stadiumoreventvenue:general_motors_place,type,concept:stadiumoreventvenue
22521,concept:criminal:john_thompson,type,concept:criminal
22522,concept:clothing:sweat,type,concept:clothing
22523,concept:currency:inches,type,concept:currency
22524,concept:bird:wood_warblers,type,concept:bird
22525,concept:city:league_city,type,concept:city
22526,concept:hallwayitem:problem,type,concept:hallwayitem
22527,concept:profession:services_director,type,concept:profession
22528,concept:company:marie_claire,type,concept:company
22529,concept:professor:john_f__brock,type,concept:professor
22530,concept:currency:dollars,type,concept:currency
22531,concept:race:last_tour,type,concept:race
22532,concept:vertebrate:leatherbacks,type,concept:vertebrate
22533,concept:organization:southern_cal,type,concept:organization
22534,concept:comedian:wild_animals,type,concept:comedian
22535,concept:sportsleague:central_scouting,type,concept:sportsleague
22536,concept:musicartist:stevie_ray_vaughan,type,concept:musicartist
22537,concept:sportsgame:league,type,concept:sportsgame
22538,concept:city:latvia_riga,type,concept:city
22539,concept:company:friendster,type,concept:company
22540,concept:person:akishino,type,concept:person
22541,concept:visualizablescene:marysville,type,concept:visualizablescene
22542,concept:coach:bud_grant,type,concept:coach
22543,concept:emotion:goals,type,concept:emotion
22544,concept:company:wnct_tv,type,concept:company
22545,concept:book:yesterday,type,concept:book
22546,concept:visualizablescene:niantic,type,concept:visualizablescene
22547,concept:mammal:water_buffalo,type,concept:mammal
22548,concept:city:stavanger,type,concept:city
22549,concept:musicalbum:fire,type,concept:musicalbum
22550,concept:criminal:ian_curtis,type,concept:criminal
22551,concept:musician:art_garfunkel,type,concept:musician
22552,concept:ceo:richard_notebaert,type,concept:ceo
22553,concept:televisionstation:wis,type,concept:televisionstation
22554,concept:city:construction,type,concept:city
22555,concept:sportsteam:towson_tigers,type,concept:sportsteam
22556,concept:clothing:bikini,type,concept:clothing
22557,concept:writer:rupert_murdoch,type,concept:writer
22558,concept:clothing:blue_polo_shirt,type,concept:clothing
22559,concept:geopoliticallocation:burgenland,type,concept:geopoliticallocation
22560,concept:county:central_valley,type,concept:county
22561,concept:personcanada:andrew_jackson,type,concept:personcanada
22562,concept:clothing:cargo_jeans,type,concept:clothing
22563,concept:city:sterling,type,concept:city
22564,concept:city:kuala_lumpur,type,concept:city
22565,concept:personasia:johnny_cueto,type,concept:personasia
22566,concept:tableitem:pieces,type,concept:tableitem
22567,concept:company:ericsson,type,concept:company
22568,concept:monument:height,type,concept:monument
22569,concept:city:high_springs,type,concept:city
22570,concept:publication:texas_tribune,type,concept:publication
22571,concept:vehicle:components,type,concept:vehicle
22572,concept:city:choice,type,concept:city
22573,concept:city:alabama,type,concept:city
22574,concept:ceo:tj_rodgers,type,concept:ceo
22575,concept:highway:gardena,type,concept:highway
22576,concept:clothing:gray_shirt,type,concept:clothing
22577,concept:programminglanguage:body,type,concept:programminglanguage
22578,concept:geopoliticalorganization:waxahachie,type,concept:geopoliticalorganization
22579,concept:politicalparty:kabul_government,type,concept:politicalparty
22580,concept:journalist:mary_garber,type,concept:journalist
22581,concept:ceo:mark_zuckerberg_,type,concept:ceo
22582,concept:kitchenitem:hoover,type,concept:kitchenitem
22583,concept:governmentorganization:federal_deposit_insurance,type,concept:governmentorganization
22584,concept:televisionstation:omni,type,concept:televisionstation
22585,concept:company:sears_holdings,type,concept:company
22586,concept:televisionstation:wrtv,type,concept:televisionstation
22587,concept:musicsong:moments,type,concept:musicsong
22588,concept:city:bombardier,type,concept:city
22589,concept:coach:raymond_james_stadium,type,concept:coach
22590,concept:male:course,type,concept:male
22591,concept:chemical:sands,type,concept:chemical
22592,concept:stateorprovince:california_sacramento,type,concept:stateorprovince
